feature,root,month,spearman_ic,pvalue,observations
rv_z_SI,GC,2023-12,0.14847066582070015,8.333875394751089e-21,3929
rv_z_SI,GC,2024-01,0.03295328583995548,0.027599805610705887,4469
rv_z_SI,GC,2024-02,-0.011463026392454126,0.47009109173976205,3973
rv_z_SI,GC,2024-03,0.18022093796126376,2.146746815795888e-41,5503
rv_z_SI,GC,2024-04,0.10856618811129835,4.427504578067453e-22,7874
rv_z_SI,GC,2024-05,0.13066768887405272,1.8789278669379885e-26,6580
rv_z_SI,GC,2024-06,0.0431435979628421,0.0033426029176971328,4624
rv_z_SI,GC,2024-07,0.13799349550065937,6.817021877976173e-25,5524
rv_z_SI,GC,2024-08,0.025461531285962825,0.05854615856518019,5520
rv_z_SI,GC,2024-09,0.02777343405584322,0.04258508536037506,5331
rv_z_SI,GC,2024-10,0.07225935076596263,3.8062417341735804e-08,5780
rv_z_SI,GC,2024-11,0.00817173532989464,0.5444318390739489,5504
rv_z_SI,GC,2024-12,-0.0024772160236169777,0.8727328018530693,4184
rv_z_SI,GC,2025-01,0.13053821969444335,1.9697950270602027e-19,4731
rv_z_SI,GC,2025-02,0.022822178808010768,0.09668385734272548,5299
rv_z_SI,GC,2025-03,0.025298662232304703,0.06078601886336138,5494
rv_z_SI,GC,2025-04,-0.07102976681544132,8.784094961682338e-11,8321
rv_z_SI,GC,2025-05,0.08100198384701694,4.3208765924115086e-12,7290
rv_z_SI,GC,2025-06,0.004927938118216779,0.6869296543870551,6691
rv_z_SI,GC,2025-07,0.07935308451071402,8.322255584308722e-11,6680
rv_z_SI,GC,2025-08,0.06789095145677515,1.5087632551560136e-07,5972
rv_z_SI,GC,2025-09,0.10612156028135077,6.765981823915911e-24,8974
rv_z_SI,GC,2025-10,0.043291379891234785,6.423505164538806e-08,15585
rv_z_SI,GC,2025-11,0.07332680392126217,7.907062176341027e-12,8681
rv_z_SI,GC,2025-12,-0.020334463378125205,0.024702921471307187,12200
rv_z_SI,GC,2026-01,0.05404091912938531,1.883316408261776e-13,18508
rv_z_SI,GC,2026-02,0.06166609429519722,4.914646187497257e-09,8985
rv_z_SI,GC,2026-03,0.016877563247100075,0.08807653616236595,10214
rv_z_SI,GC,2026-04,0.05106237169829504,2.4451255977971282e-05,6823
rv_z_SI,GC,2026-05,0.06873835774203542,2.914349563853328e-08,6498
rv_z_SI,GC,2026-06,0.0730324841564321,5.945649511211756e-07,4664
rv_z_SI,SI,2023-07,-0.1389929450315577,4.011292679281557e-15,3165
rv_z_SI,SI,2023-08,-0.15472908879085615,2.488616105352133e-22,3901
rv_z_SI,SI,2023-09,-0.11884096584428544,1.797795375809329e-13,3814
rv_z_SI,SI,2023-10,-0.038355024980564055,0.00883080069907972,4660
rv_z_SI,SI,2023-11,-0.1659557113977016,2.6341062151590833e-27,4198
rv_z_SI,SI,2023-12,0.031284105559453775,0.04990259351150393,3929
rv_z_SI,SI,2024-01,-0.05522933176461176,0.00022084117627203375,4469
