index,root,relative_bar,mean,median,count
283,PA,50,-0.002091166480817673,-0.0018021269970054377,304
284,PL,-20,0.00019533550506667312,-0.00012888793302856527,306
285,PL,-19,0.0002536740630231463,-0.00018311509318769126,306
286,PL,-18,0.00036681942100676477,8.15053937230914e-05,306
287,PL,-17,0.00023516147410693062,-0.00011533494134718936,306
288,PL,-16,-3.9355033941276254e-05,-0.0003786020190532646,306
289,PL,-15,-4.691410399816912e-06,-0.0005482597844372883,306
290,PL,-14,0.0001569685686303961,-5.7590768538950954e-05,306
291,PL,-13,-1.2606810451379546e-05,-0.00035064443459242867,306
292,PL,-12,0.00019894576125043063,-0.0002614850754820708,306
293,PL,-11,-7.441088130018359e-05,-0.00010511399743418082,306
294,PL,-10,0.0001244830054966981,5.12328986768118e-05,306
295,PL,-9,-0.00010275566872748201,-0.00010843366426227519,306
296,PL,-8,0.00012521645305033497,-0.00013541826436602733,306
297,PL,-7,-7.413809880889852e-05,8.036792293530937e-05,306
298,PL,-6,-0.00012143390180273465,-1.3451044722501138e-09,306
299,PL,-5,3.916053072971758e-05,-0.00020285392894958676,306
300,PL,-4,0.00018332509068876728,2.5837790358362867e-05,306
301,PL,-3,0.00023938718985207138,0.00010801360675660732,306
302,PL,-2,0.0001001323193885839,-0.0001170991273151678,306
303,PL,-1,-5.142999273157059e-06,-0.00010167971696084521,306
304,PL,0,0.0,0.0,306
305,PL,1,-0.00017408551757243184,-0.00011201580431441371,306
306,PL,2,-0.0002570172695851994,-0.0002883903565655821,306
307,PL,3,-0.0002535851670131015,-0.00015663319031133938,306
308,PL,4,-0.0004193365207429807,-0.0003884197422938662,306
309,PL,5,-0.00018895352628263082,-0.0004034060120186034,306
310,PL,6,-0.000170408022537052,-0.0003427322937512578,306
311,PL,7,-0.00018094957300870108,-0.00017068301147560305,306
312,PL,8,-0.00021859795552931264,-0.00022489595470842616,306
313,PL,9,-0.00022545734254039157,-0.0006295793077137901,306
314,PL,10,-0.0001239902800155675,-0.0003361210950294513,306
315,PL,11,-0.00010081867643197868,-0.0002473437564209924,306
316,PL,12,-1.805563700597931e-05,-0.0001633306132604595,306
317,PL,13,-6.66587108087435e-05,-0.00034183938245213596,306
318,PL,14,-2.222567221431425e-05,-0.0003951231789081078,306
319,PL,15,0.0001316989434983858,-0.0003484739668233594,306
320,PL,16,0.0002322818522880605,-0.00013605822441942195,306
321,PL,17,0.0001038075243793276,-0.00015994998130874905,306
322,PL,18,-1.2849253024232248e-05,-0.0004954980222167116,306
323,PL,19,-0.00042301569902673347,-0.0008465940111981318,306
324,PL,20,-0.00012328738036587847,-0.0006231824653832874,306
325,PL,21,-2.8827899494642863e-05,-0.0007282104434698233,306
326,PL,22,-0.00030874062673159306,-0.0008470418983699268,306
327,PL,23,-0.00034226216383787667,-0.0008934908076398962,306
328,PL,24,-0.0005268651586892722,-0.0009128356154688433,306
329,PL,25,-0.00046980208097800887,-0.000615399517685411,306
330,PL,26,-0.0006588579726764844,-0.0008108403686524213,306
331,PL,27,-0.0007636105721410668,-0.0006850456003100192,306
332,PL,28,-0.0007980262357048543,-0.0009071631147352655,306
333,PL,29,-0.000726592455751453,-0.0010300513703960235,306
334,PL,30,-0.0008032203802842441,-0.001396525659754566,306
335,PL,31,-0.0010242848644682284,-0.0017592470432679086,306
336,PL,32,-0.0012528981361112795,-0.001570236341965181,306
