variant,target_months,min_volume,lookback,entry_z,exit_z,side_mode,cost_multiplier,gross_return,cost_return,net_return,ann_return,ann_vol,sharpe,tstat,max_drawdown,mean_spread_exposure,mean_leg_gross_exposure,mean_turnover,active_fraction,event_count,event_win_rate,mean_event_net_return,event_tstat,bars,periods_per_year
target3m_minv10_lb126_entry1p5_exit0p25_backwardation_only_costx1p0,3,10.0,126,1.5,0.25,backwardation_only,1.0,0.04893346241587529,0.01886537828532825,0.032180108395980615,0.010734049855371616,0.006422382871251522,1.6713500379151147,2.8938723003861018,-0.008903211671164334,0.1475268817204301,0.2950537634408602,0.04129032258064517,0.5333333333333333,96,0.7604166666666666,0.00038780470077795563,4.070663950455307,930,310.2123287671233
target1m_minv10_lb126_entry1p5_exit0p25_contango_only_costx1p0,1,10.0,126,1.5,0.25,contango_only,1.0,0.06444404129496964,0.03598024635316333,0.031045394749781376,0.01035555290626269,0.004367263154446159,2.3711767622063404,4.105592841597575,-0.0027140050981174745,0.11777301927194861,0.23554603854389722,0.06509635974304069,0.4657387580299786,152,0.7894736842105263,0.0002767858856374797,6.549944527237994,934,311.54657534246576
target1m_minv10_lb252_entry1p5_exit0p25_backwardation_only_costx1p0,1,10.0,252,1.5,0.25,backwardation_only,1.0,0.04908607520715315,0.01972025159785122,0.030366374045351044,0.010129057643894492,0.004731504323124416,2.1407689715912253,3.706651442172958,-0.00588993287611273,0.139186295503212,0.278372591006424,0.050963597430406855,0.5364025695931478,119,0.8907563025210085,0.0003078972998549987,6.666275992036041,934,311.54657534246576
target3m_minv10_lb252_entry1p5_exit0p25_contango_only_costx1p0,3,10.0,252,1.5,0.25,contango_only,1.0,0.050230070156422876,0.02267770729787947,0.02924986249553639,0.009756632215976866,0.0052445293736411314,1.860344660288003,3.221108540670682,-0.002361510362430236,0.13161290322580646,0.2632258064516129,0.03612903225806452,0.5268817204301075,84,0.8333333333333334,0.0004421729706540398,6.088823864965568,930,310.2123287671233
target1m_minv10_lb126_entry1p5_exit0p25_backwardation_only_costx1p0,1,10.0,126,1.5,0.25,backwardation_only,1.0,0.046770600400834576,0.01894906114268016,0.02892811963659353,0.009649311139055513,0.004763148331087902,2.025826295619816,3.5076330327553555,-0.005760064303195761,0.1297644539614561,0.2595289079229122,0.04796573875802997,0.487152034261242,112,0.8839285714285714,0.0003089904750287442,6.651096283973918,934,311.54657534246576
target6m_minv10_lb252_entry1p5_exit0p25_both_costx1p0,6,10.0,252,1.5,0.25,both,1.0,0.04647649263020299,0.023297132398646208,0.028696013310267363,0.009589404264936098,0.007833785803609944,1.224108560706005,2.1175559975475835,-0.006860178350254959,0.21993047508690616,0.4398609501738123,0.06535341830822712,0.7334878331402086,139,0.5899280575539568,0.0002093581101731556,2.69061263994437,863,288.39043915828
target6m_minv10_lb126_entry1p5_exit0p25_both_costx1p0,6,10.0,126,1.5,0.25,both,1.0,0.046786187727586616,0.025090042398795347,0.027844044857287052,0.009304700259948853,0.007758046682059435,1.1993612105307476,2.0747461508810408,-0.0072470179491801396,0.2384704519119351,0.4769409038238702,0.07415990730011587,0.7497103128621089,158,0.569620253164557,0.000185242873887855,2.8162320509852483,863,288.39043915828
target3m_minv10_lb252_entry1p5_exit0p25_backwardation_only_costx1p0,3,10.0,252,1.5,0.25,backwardation_only,1.0,0.044742371242061055,0.0200213932028847,0.02687635290751807,0.008964920456137879,0.006678623180094739,1.3423306292915758,2.324189031588143,-0.008903211671164335,0.16666666666666666,0.3333333333333333,0.04258064516129032,0.5903225806451613,99,0.7373737373737373,0.000322544255974814,3.4963356552131786,930,310.2123287671233
target1m_minv10_lb252_entry1p5_exit0p25_contango_only_costx1p0,1,10.0,252,1.5,0.25,contango_only,1.0,0.057538603024977604,0.03366446940538305,0.026703904991399786,0.008907398445761435,0.004652222256543282,1.9146545359550073,3.3151438063330505,-0.002815056951020649,0.10856531049250535,0.2171306209850107,0.05824411134903641,0.43683083511777304,136,0.8088235294117647,0.00026625460303367345,4.9765436048893825,934,311.54657534246576
target3m_minv10_lb252_entry2p0_exit0p25_contango_only_costx1p0,3,10.0,252,2.0,0.25,contango_only,1.0,0.036651469845492356,0.01330926618652257,0.024073817711395204,0.008030102209211963,0.004426342345020611,1.8141620288917282,3.141145256663859,-0.002742313255182569,0.07397849462365591,0.14795698924731182,0.02064516129032258,0.31827956989247314,48,0.875,0.0006106487103931252,6.14695661441377,930,310.2123287671233
target1m_minv10_lb252_entry2p0_exit0p25_backwardation_only_costx1p0,1,10.0,252,2.0,0.25,backwardation_only,1.0,0.03537132069724433,0.012379173101093686,0.023495588938599717,0.007837227269245248,0.004356154043957952,1.7991161906029456,3.115094020434307,-0.005511376174058346,0.10578158458244111,0.21156316916488221,0.02955032119914347,0.4282655246252677,69,0.8695652173913043,0.0003920883738760814,5.7095714452291215,934,311.54657534246576
target3m_minv10_lb252_entry2p0_exit0p25_backwardation_only_costx1p0,3,10.0,252,2.0,0.25,backwardation_only,1.0,0.0316895502422436,0.010744136446791463,0.022214047454733255,0.007409754185243217,0.006004670317754685,1.2339985033539578,2.136616511540889,-0.0065438934753326485,0.10516129032258066,0.21032258064516132,0.025376344086021508,0.43010752688172044,59,0.6949152542372882,0.0004201407075566438,3.1579006951102526,930,310.2123287671233
target6m_minv10_lb252_entry1p5_exit0p25_backwardation_only_costx1p0,6,10.0,252,1.5,0.25,backwardation_only,1.0,0.03180867532750484,0.013771749804966,0.02076898783590063,0.0069404142791058615,0.00666244067229464,1.0417224888721575,1.8020507125766494,-0.0072532443220331665,0.1541135573580533,0.3082271147161066,0.039397450753186555,0.6164542294322132,85,0.5764705882352941,0.00026458393239897236,2.2524901911742554,863,288.39043915828
target1m_minv10_lb126_entry2p0_exit0p25_contango_only_costx1p0,1,10.0,126,2.0,0.25,contango_only,1.0,0.042139055341043424,0.02311966557151901,0.020691535563332898,0.006901902615988439,0.0037566708915677096,1.837239091526642,3.1811022200877255,-0.003194173979607226,0.07301927194860812,0.14603854389721624,0.037687366167023555,0.3351177730192719,88,0.7727272727272727,0.00030744713623464355,4.930402429676822,934,311.54657534246576
target6m_minv10_lb126_entry2p0_exit0p25_both_costx1p0,6,10.0,126,2.0,0.25,both,1.0,0.03097194565985449,0.013814702702706527,0.02023524594112483,0.006762052680691533,0.006842451698348953,0.9882499692797511,1.709549885279457,-0.007392839853203992,0.13232908458864426,0.2646581691772885,0.038470451911935113,0.49710312862108924,83,0.5542168674698795,0.0002641534745782899,2.3419247188241736,863,288.39043915828
target3m_minv10_lb126_entry2p0_exit0p25_backwardation_only_costx1p0,3,10.0,126,2.0,0.25,backwardation_only,1.0,0.02828503860271993,0.009662687853745043,0.019745692144966773,0.006586405530547137,0.005837682451965779,1.1282569041296915,1.9535293795506632,-0.008903211671164335,0.1032258064516129,0.2064516129032258,0.023655913978494623,0.421505376344086,55,0.7090909090909091,0.000400170237375331,2.534979176289597,930,310.2123287671233
target1m_minv10_lb126_entry2p0_exit0p25_backwardation_only_costx1p0,1,10.0,126,2.0,0.25,backwardation_only,1.0,0.029546145778729365,0.011428871330008973,0.018694730366183125,0.006235844992007659,0.004317168145336077,1.444429492222666,2.5009689188855786,-0.005669655995035493,0.09229122055674518,0.18458244111349037,0.029978586723768737,0.3886509635974304,70,0.8714285714285714,0.00031622299210137437,5.012042341789465,934,311.54657534246576
target1m_minv10_lb252_entry2p0_exit0p25_contango_only_costx1p0,1,10.0,252,2.0,0.25,contango_only,1.0,0.04010469375622712,0.02407177863176843,0.017960831646449012,0.005991044528644294,0.004093368634681027,1.463597604644064,2.534157699409475,-0.003194173979607225,0.07130620985010706,0.14261241970021413,0.03640256959314775,0.31370449678800855,85,0.7529411764705882,0.00028441486501725426,3.61728004480139,934,311.54657534246576
target1m_minv500_lb126_entry1p5_exit0p25_both_costx1p0,1,500.0,126,1.5,0.25,both,1.0,0.03624525409820478,0.01973755019800854,0.016847301161251754,0.005629896385313086,0.005814527945819931,0.9682465090498745,1.6749463798868887,-0.008130662661393217,0.2679900744416874,0.5359801488833748,0.06228287841191067,0.7593052109181141,108,0.8240740740740741,0.0001850062280676798,2.9748172856034145,806,269.3426349496798
target6m_minv10_lb252_entry2p0_exit0p25_both_costx1p0,6,10.0,252,2.0,0.25,both,1.0,0.026652092171364924,0.012844138388879881,0.016773062244147305,0.00560508781763477,0.006354983766624158,0.8819987624629699,1.5257484746335102,-0.007524702296934183,0.11981460023174971,0.23962920046349942,0.031517960602549244,0.5202780996523755,66,0.5,0.00023729625981412124,1.6673985748814133,863,288.39043915828
target6m_minv10_lb126_entry1p5_exit0p25_backwardation_only_costx1p0,6,10.0,126,1.5,0.25,backwardation_only,1.0,0.027103298879675993,0.013504453858532583,0.016686885151817682,0.005576289846021418,0.006483752413737073,0.8600405274894487,1.4877634513632525,-0.007452676889863315,0.13232908458864426,0.2646581691772885,0.039397450753186555,0.49710312862108924,85,0.5647058823529412,0.00021485888310940346,2.0597924744938725,863,288.39043915828
