feature,root,horizon,spearman_ic,pvalue,observations,bh_qvalue
GC_large_minus_small_share,HG,2,-0.004635555299179579,0.11493351081161292,115647,0.2372092115030832
GC_large_minus_small_share,HG,5,-0.00473113681473146,0.10764165776564803,115644,0.2253720111455284
GC_large_minus_small_share,HG,10,-0.006343060264101654,0.031005459311414397,115639,0.07682768678934541
GC_large_minus_small_share,HG,20,-0.00492968912003113,0.09368011310569874,115629,0.20125650897387964
GC_large_minus_small_share,HG,50,-0.008723512102485273,0.0030169495349359463,115599,0.009249042369876623
GC_large_minus_small_share,PL,1,-8.489599512085716e-05,0.9769680182553913,115648,0.9839965651493149
GC_large_minus_small_share,PL,2,0.00056959604346301,0.8464108373090925,115647,0.9204020695621007
GC_large_minus_small_share,PL,5,0.0009686976485214842,0.7418409799169023,115644,0.8443718470598888
GC_large_minus_small_share,PL,10,-0.0011174721598206485,0.7039449473498732,115639,0.8147052769859385
GC_large_minus_small_share,PL,20,-0.005885761095915365,0.04534871227293281,115629,0.1082185179240442
GC_large_minus_small_share,PL,50,-0.00949657640481555,0.0012428476550084796,115599,0.004110204843335129
GC_large_minus_small_share,PA,1,-0.0067338964221386015,0.022021242639579185,115648,0.057092110547057144
GC_large_minus_small_share,PA,2,-0.007154491828170209,0.014973204574518457,115647,0.04032364758742266
GC_large_minus_small_share,PA,5,-0.00899514793851992,0.002221059900408855,115644,0.006987604181061567
GC_large_minus_small_share,PA,10,-0.014638120520863477,6.424023633396222e-07,115639,3.1373138674725737e-06
GC_large_minus_small_share,PA,20,-0.02087310327439056,1.261713205567303e-12,115629,8.152608405204112e-12
GC_large_minus_small_share,PA,50,-0.032222952673299554,6.0504718828536915e-28,115599,6.123369134454338e-27
SI_large_minus_small_share,GC,1,-0.005491676735129155,0.061824599161483994,115648,0.14150589453854648
SI_large_minus_small_share,GC,2,-0.004705551592168421,0.10955326708304418,115647,0.22778402066771564
SI_large_minus_small_share,GC,5,-0.006186431566372507,0.03539725976131575,115644,0.08618463246233399
SI_large_minus_small_share,GC,10,-0.007773660678756978,0.008205332987685426,115639,0.023129126542468986
SI_large_minus_small_share,GC,20,-0.013450204015183367,4.789562185028486e-06,115629,2.1174906502231204e-05
SI_large_minus_small_share,GC,50,-0.03066224741682428,1.8579246170442764e-25,115599,1.7150073388101013e-24
SI_large_minus_small_share,SI,1,0.00010488434922039446,0.9715473289000518,115648,0.9832994086439503
SI_large_minus_small_share,SI,2,-0.003972991324619794,0.17666905332836647,115647,0.3372772836268814
SI_large_minus_small_share,SI,5,-0.0011188173191895609,0.7035993209138229,115644,0.8147052769859385
SI_large_minus_small_share,SI,10,-0.0038085292013461526,0.19528261783191428,115639,0.35661916520734355
SI_large_minus_small_share,SI,20,-0.011126404737512547,0.00015462074068435972,115629,0.0005787521682909837
SI_large_minus_small_share,SI,50,-0.02550684713093808,4.186405707921965e-18,115599,3.1680908059950007e-17
SI_large_minus_small_share,HG,1,-0.005025258274025798,0.08746302409668734,115648,0.19132536521150356
SI_large_minus_small_share,HG,2,-0.006809689808043693,0.0205709954265202,115647,0.05416813842720053
SI_large_minus_small_share,HG,5,-0.007960723707758896,0.006785852811405006,115644,0.019588028733952597
SI_large_minus_small_share,HG,10,-0.010770726176290445,0.000249540334987683,115639,0.0008919739633602286
SI_large_minus_small_share,HG,20,-0.017284719763380144,4.154602751858019e-09,115629,2.311169742755454e-08
SI_large_minus_small_share,HG,50,-0.02921152719190901,2.9646341093288555e-23,115599,2.6777340342325145e-22
SI_large_minus_small_share,PL,1,-0.006745103802820495,0.021801261583373702,115648,0.05669677934995018
SI_large_minus_small_share,PL,2,-0.008007379625647537,0.006467704312441078,115647,0.018734040077415533
SI_large_minus_small_share,PL,5,-0.008740238656419631,0.00295605373996737,115644,0.00909554996913037
SI_large_minus_small_share,PL,10,-0.013405300858267128,5.146471648895172e-06,115639,2.237802860175775e-05
SI_large_minus_small_share,PL,20,-0.02333335742802578,2.099345931618251e-15,115629,1.4573971756688686e-14
SI_large_minus_small_share,PL,50,-0.03760964665486091,1.8264674306528383e-37,115599,2.2898994652960956e-36
SI_large_minus_small_share,PA,1,-0.004233414281498843,0.149966292187207,115648,0.2971030316916365
SI_large_minus_small_share,PA,2,-0.0071541967547643906,0.01497735481818556,115647,0.04032364758742266
SI_large_minus_small_share,PA,5,-0.01142502018324375,0.00010219062148900781,115644,0.0003919640276290711
SI_large_minus_small_share,PA,10,-0.017727903584187986,1.6506667415211204e-09,115639,9.496986732039324e-09
SI_large_minus_small_share,PA,20,-0.0286104524875907,2.231393057476923e-22,115629,1.89330320028345e-21
