ts,root,rolling_ar1
2023-02-27 00:00:00+00:00,PA,0.024442553892363928
2023-02-28 00:00:00+00:00,PA,0.019038607383539144
2023-03-01 00:00:00+00:00,PA,0.018644480113728594
2023-03-02 00:00:00+00:00,PA,0.016202030222519734
2023-03-03 00:00:00+00:00,PA,0.015470905106984515
2023-03-05 00:00:00+00:00,PA,0.01896585075847746
2023-03-06 00:00:00+00:00,PA,0.015865732824336214
2023-03-07 00:00:00+00:00,PA,0.014438389749511595
2023-03-08 00:00:00+00:00,PA,0.011901178748242985
2023-03-09 00:00:00+00:00,PA,0.011449466347198334
2023-03-10 00:00:00+00:00,PA,0.009833716685564748
2023-03-12 00:00:00+00:00,PA,0.011653454837342403
2023-03-13 00:00:00+00:00,PA,0.01939301488768803
2023-03-14 00:00:00+00:00,PA,0.021866019579076718
2023-03-15 00:00:00+00:00,PA,0.01217439370694623
2023-03-16 00:00:00+00:00,PA,0.00939321461583241
2023-03-17 00:00:00+00:00,PA,0.008165398208159836
2023-03-19 00:00:00+00:00,PA,0.004505610631551218
2023-03-20 00:00:00+00:00,PA,-6.760129289657572e-05
2023-03-21 00:00:00+00:00,PA,-0.0013901771982006796
2023-03-22 00:00:00+00:00,PA,0.017901362935003294
2023-03-23 00:00:00+00:00,PA,0.009803705605152126
2023-03-24 00:00:00+00:00,PA,0.0037849660916055247
2023-03-26 00:00:00+00:00,PA,0.003154869815661647
