feature,root,horizon,bucket,bucket_type,observations,mean_bps,median_bps,vol_bps,tstat,hit_rate,sharpe_per_event,baseline_mean_bps,excess_mean_bps
md_rolling,HG,2,7,decile,24082,0.0641317682890902,0.0,13.053570392992546,0.7624127935555325,0.46731999003405034,0.0049129675911134315,,
md_rolling,HG,2,8,decile,24088,0.071570359425345,0.0,13.246969297987837,0.8385269779346745,0.4694038525406842,0.005402772348556455,,
md_rolling,HG,2,9,decile,24089,0.03185345053783948,0.0,13.493593415649032,0.3663854766904781,0.467018141060235,0.0023606351219162885,,
md_rolling,HG,2,10,decile,24125,0.05255588738548741,0.0,23.881503418672896,0.34181677379304287,0.4791295336787565,0.002200694255471122,,
md_rolling,HG,5,1,decile,23951,0.029350883784950044,0.0,23.00752722292224,0.19742996277827282,0.49296480313974367,0.0012757078803196183,,
md_rolling,HG,5,2,decile,23973,-0.0778851862550641,0.0,23.329263998568724,-0.5169100997539018,0.4875902056480207,-0.003338518791670515,,
md_rolling,HG,5,3,decile,23927,0.012726208417454237,0.0,19.77027019260956,0.0995704687149686,0.4856856271158106,0.0006437043243957028,,
md_rolling,HG,5,4,decile,23940,-0.004795308392362588,0.0,19.227900676544085,-0.038587509143086174,0.4817042606516291,-0.0002493932371001029,,
md_rolling,HG,5,5,decile,23983,0.0287089716651369,0.0,19.55818619497245,0.22732165752714306,0.48751198765792436,0.0014678749541977832,,
md_rolling,HG,5,6,decile,23989,0.07928220162299059,0.0,22.492682588817672,0.5459344738503009,0.48555587977823167,0.0035247997347548957,,
md_rolling,HG,5,7,decile,24016,0.16815926134169326,0.0,19.861817130430598,1.312055328898567,0.4907978014656895,0.008466459047397724,,
md_rolling,HG,5,8,decile,24025,0.1987285064191449,0.0,20.913358421142092,1.4728824455008453,0.48595213319458896,0.009502467390328034,,
md_rolling,HG,5,9,decile,24038,0.11847090874282457,0.0,21.125226193898932,0.8694798412827834,0.4843164988767784,0.005608030307246582,,
md_rolling,HG,5,10,decile,24086,0.22456557738798216,0.0,31.969452070941788,1.0901602290435062,0.4975089263472557,0.007024379926489203,,
md_rolling,HG,10,1,decile,23805,0.07728908587130698,0.0,32.27816358119496,0.3694396000866212,0.4952320940978786,0.002394469737316006,,
